"ID","Continent","LocX","LocY","LocZ","AreaName_Lang_enUS","AreaName_Lang_enGB","AreaName_Lang_koKR","AreaName_Lang_frFR","AreaName_Lang_deDE","AreaName_Lang_enCN","AreaName_Lang_zhCN","AreaName_Lang_enTW","AreaName_Lang_zhTW","AreaName_Lang_esES","AreaName_Lang_esMX","AreaName_Lang_ruRU","AreaName_Lang_ptPT","AreaName_Lang_ptBR","AreaName_Lang_itIT","AreaName_Lang_Unk","AreaName_Lang_Mask"
"1247","530","2980","1869","143","Netherstorm, Cosmowrench GY","Netherstorm, Cosmowrench GY","Raz-de-Néant, CI Cosmovrille","Nethersturm, Kosmozang FH","","","Tormenta Abisal, CE Cosmotirón","Tormenta Abisal, CE Cosmotirón","Пустоверть, Кладбище Космоворота","","","","","","","","16712190"
"1248","530","-1272","2436","64","Hellfire Peninsula, Spinebreaker GY","Hellfire Peninsula, Spinebreaker GY","Péninsule des Flammes infernales, CI brise-échine","Höllenfeuerhalbinsel, Rückenbrecher FH","","","Península del Fuego Infernal, CE Rompeloma","Península del Fuego Infernal, CE Rompeloma","Полуостров Адского Пламени, Кладбище Хребтолома","","","","","","","","16712190"
"1249","1","-8159","-4628","-124","Tanaris, CoT","Tanaris, CoT","Tanaris, GdT","Tanaris, HdZ","","","Tanaris, CdT","Tanaris, CdT","Танарис, Пещеры Времени","","","","","","","","16712190"
"1250","530","-3134","719","-20","Shadowmoon Valley, Altar GY","Shadowmoon Valley, Altar GY","Vallée d'Ombrelune, CI de l'autel","Schattenmondtal, Altar FH","","","Valle Sombraluna, CE Altar","Valle Sombraluna, CE Altar","Долина Призрачной Луны, Кладбище Алтаря","","","","","","","","16712190"
"1251","530","-4117","1058","31","Shadowmoon Valley, Sanctum GY","Shadowmoon Valley, Sanctum GY","Vallée d'Ombrelune, CI du sanctum","Schattenmondtal, Sanktum FH","","","Valle Sombraluna, CE Sagrario","Valle Sombraluna, CE Sagrario","Долина Призрачной Луны, Кладбище Святилища","","","","","","","","16712190"
"1252","530","2362","2327","106","Netherstorm, Kirin'Var GY","Netherstorm, Kirin'Var GY","Raz-de-Néant, Kirin'Var CI","Nethersturm, Kirin'Var FH","","","Tormenta Abisal, CE Kirin'Var","Tormenta Abisal, CE Kirin'Var","Пустоверть, Деревня Кирин'Вар","","","","","","","","16712190"
"1253","530","2011","5575","262","Blade's Edge, Toshley GY","Blade's Edge, Toshley GY","Tranchantes, CI Toshley","Schergrat, Toshley FH","","","Filospada, CE Toshley","Filospada, CE Toshley","Острогорье, Кладбище Тошли","","","","","","","","16712190"
"1254","530","3522","6821","140","Blade's Edge, Raven Wood GY","Blade's Edge, Raven Wood GY","Tranchantes, CI Bois aux corbeaux","Schergrat, Rabenwald FH","","","Filospada, CE Bosque del Cuervo","Filospada, CE Bosque del Cuervo","Острогорье, Кладбище Леса Ворона","","","","","","","","16712190"
"1255","530","3447","4803","260","Blade's Edge, NE Ridge GY","Blade's Edge, NE Ridge GY","Tranchantes, CI Crête NE","Schergrat, Nordostkamm FH","","","Filospada, CE Cresta NE","Filospada, CE Cresta NE","Острогорье, Кладбище Северо-восточной Гряды","","","","","","","","16712190"
"1256","0","-382","1117","84","Silverpine Forest, South GY","Silverpine Forest, South GY","Forêt des Pins argentés, CI sud","Silberwald, Süd FH","","","Bosque de Argénteos, CE Sur","Bosque de Argénteos, CE Sur","Серебряный бор, Южное кладбище","","","","","","","","16712190"
"1257","530","-1148","5897","188","Terokkar Forest, Ogre GY","Terokkar Forest, Ogre GY","Forêt de Terokkar, CI ogre","Wald von Terokkar, FH der Oger","","","Bosque de Terokkar, CE ogro","Bosque de Terokkar, CE ogro","Лес Тероккар, Кладбище Огров","","","","","","","","16712190"
"1258","572","1277","1744","32","Lordaeron, PVP - Team 1 Start","Lordaeron, PVP - Team 1 Start","Lordaeron, JcJ - Départ équipe 1","Lordaeron, Start PvP-Team 1","","","Lordaeron, PVP - Team 1 Start","Lordaeron, PVP - Team 1 Start","Лордерон, PvP, старт команды 1","","","","","","","","16712190"
"1259","572","1295","1586","32","Lordaeron, PVP - Team 2 Start","Lordaeron, PVP - Team 2 Start","Lordaeron, JcJ - Départ équipe 2","Lordaeron, Start PvP-Team 2","","","Lordaeron, PVP - Team 2 Start","Lordaeron, PVP - Team 2 Start","Лордерон, PvP, старт команды 2","","","","","","","","16712190"
"1260","572","1285","1667","39","Lordaeron, PVP - Graveyard","Lordaeron, PVP - Graveyard","Lordaeron, JcJ - Cimetière","Lordaeron, PvP-Friedhof","","","Lordaeron, PVP - Graveyard","Lordaeron, PVP - Graveyard","Лордерон, PvP - кладбище","","","","","","","","16712190"
"1261","530","-3524","619","4","Black Temple, Alliance GY","Black Temple, Alliance GY","Temple noir, CI Alliance","Der Schwarze Tempel, Allianz FH","","","Templo Oscuro, CE Alianza","Templo Oscuro, CE Alianza","Черный храм, Кладбище Альянса","","","","","","","","16712190"
"1262","530","-3624","600","11","Black Temple, Horde GY","Black Temple, Horde GY","Temple noir, CI Horde","Der Schwarze Tempel, Horde FH","","","Templo Oscuro, CE Horda","Templo Oscuro, CE Horda","Черный храм, Кладбище Орды","","","","","","","","16712190"
"1263","530","3621","6519","124","Blade's Edge, Corpse Location 031","Blade's Edge, Corpse Location 031","Les Tranchantes, position de cadavre 031","Schergrat, Leichenfundort 031","","","Filospada, ubicación de cadáver 031","Filospada, ubicación de cadáver 031","Острогорье, местонахождение тела 031","","","","","","","","16712190"
"1264","1","-4032","-3414","38","Dustwallow Marsh, Tabetha's","Dustwallow Marsh, Tabetha's","Marécage d'Âprefange, chez Tabetha","Düstermarschen, Tabetha","","","Marjal Revolcafango, Granja de Tabetha","Marjal Revolcafango, Granja de Tabetha","Пылевые топи, Ферма Табеты","","","","","","","","16712190"
"1265","1","-4632","-3129","34","Dustwallow Marsh, Mudsprocket","Dustwallow Marsh, Mudsprocket","Marécage d'Âprefange, Bourbe-à-brac","Düstermarschen, Morastwinkel","","","Marjal Revolcafango, Piñón de Barro","Marjal Revolcafango, Piñón de Barro","Пылевые топи, Шестермуть","","","","","","","","16712190"
"1266","571","1958","-3682","171","Howling Fjord, Northwest GY","Howling Fjord, Northwest GY","Fjord hurlant, CI nord-ouest","Heulender Fjord, Nordwest FH","","","Fiordo Aquilonal, CE Noroeste","Fiordo Aquilonal, CE Noroeste","Ревущий фьорд, Северо-западное кладбище","","","","","","","","16712190"
"1267","571","728","-2992","24","Howling Fjord, Tuskarr GY","Howling Fjord, Tuskarr GY","Fjord hurlant, CI Rohart","Heulender Fjord, Tuskarr FH","","","Fiordo Aquilonal, CE Colmillarr","Fiordo Aquilonal, CE Colmillarr","Ревущий фьорд, Клыкаррское кладбище","","","","","","","","16712190"
"1268","571","117","-3698","0","Howling Fjord, Island GY","Howling Fjord, Island GY","Fjord hurlant, CI insulaire","Heulender Fjord, Insel FH","","","Fiordo Aquilonal, CE isla","Fiordo Aquilonal, CE isla","Ревущий фьорд, Островное кладбище","","","","","","","","16712190"
"1269","571","1191","-4115","149","Howling Fjord, Central GY","Howling Fjord, Central GY","Fjord hurlant, CI central","Heulender Fjord, Zentral FH","","","Fiordo Aquilonal, CE Central","Fiordo Aquilonal, CE Central","Ревущий фьорд, Центральное кладбище","","","","","","","","16712190"
"1270","571","2243","-4650","218","Howling Fjord, North GY","Howling Fjord, North GY","Fjord hurlant, CI nord","Heulender Fjord, Nord FH","","","Fiordo Aquilonal, CE Norte","Fiordo Aquilonal, CE Norte","Ревущий фьорд, Северное кладбище","","","","","","","","16712190"
"1271","571","1923","-5986","9","Howling Fjord, Vengance GY","Howling Fjord, Vengance GY","Fjord hurlant, CI Vengeance","Heulender Fjord, Vergeltung FH","","","Fiordo Aquilonal, CE Venganza","Fiordo Aquilonal, CE Venganza","Ревущий фьорд, Кладбище лагеря Возмездия","","","","","","","","16712190"
"1272","571","717","-5878","287","Howling Fjord, Southeast GY","Howling Fjord, Southeast GY","Fjord hurlant, CI sud-est","Heulender Fjord, Südost FH","","","Fiordo Aquilonal, CE Sureste","Fiordo Aquilonal, CE Sureste","Ревущий фьорд, Юго-восточное кладбище","","","","","","","","16712190"
"1273","571","205","-5944","7","Howling Fjord, South Beach GY","Howling Fjord, South Beach GY","Fjord hurlant, CI plage sud","Heulender Fjord, Südstrand FH","","","Fiordo Aquilonal, CE playa sur","Fiordo Aquilonal, CE playa sur","Ревущий фьорд, Кладбище Южного берега","","","","","","","","16712190"
"1274","571","57","-4649","283","Howling Fjord, South GY","Howling Fjord, South GY","Fjord hurlant, CI sud","Heulender Fjord, Süd FH","","","Fiordo Aquilonal, CE Sur","Fiordo Aquilonal, CE Sur","Ревущий фьорд, Южное кладбище","","","","","","","","16712190"
"1275","571","668","-4931","3","Howling Fjord, Valgarde GY","Howling Fjord, Valgarde GY","Fjord hurlant, CI Valgarde","Heulender Fjord, Valgarde FH","","","Fiordo Aquilonal, CE Valgarde","Fiordo Aquilonal, CE Valgarde","Ревущий фьорд, Кладбище Валгарда","","","","","","","","16712190"
"1276","571","1808","-5608","219","Howling Fjord, Northeast GY","Howling Fjord, Northeast GY","Fjord hurlant, CI nord-est","Heulender Fjord, Nordost FH","","","Fiordo Aquilonal, CE Noreste","Fiordo Aquilonal, CE Noreste","Ревущий фьорд, Северо-восточное кладбище","","","","","","","","16712190"
"1277","1","-7351","-1315","-261","Un'Goro Crater, Central GY","Un'Goro Crater, Central GY","Cratère d'Un'Goro, CI central","Krater von Un'Goro, Mitte, FH","","","Cráter de Un'Goro, CE Central","Cráter de Un'Goro, CE Central","Кратер Ун'Горо, Центральное Кладбище","","","","","","","","16712190"
"1278","1","-6160","-1142","-217","Un'Goro Crater, Marshal's GY","Un'Goro Crater, Marshal's GY","Cratère d'Un'Goro, CI Marshal","Krater von Un'Goro, Marschalls Zuflucht, FH","","","Cráter de Un'Goro, CE de mariscal","Cráter de Un'Goro, CE de mariscal","Кратер Ун'Горо, Кладбище Маршалла","","","","","","","","16712190"
"1279","1","475","1469","9","Stonetalon Mountains, Charred Vale","Stonetalon Mountains, Charred Vale","Les Serres-Rocheuses, le Val calciné","Steinkrallengebirge, Das verbrannte Tal","","","Sierra Espolón, La Vega Carbonizada","Sierra Espolón, La Vega Carbonizada","Когтистые горы, Обугленная долина","","","","","","","","16712190"
"1280","1","2729","1286","292","Stonetalon Mountains, Peak GY","Stonetalon Mountains, Peak GY","Les Serres-Rocheuses, CI Pic","Steinkrallengebirge, Steinkrallengipfel, FH","","","Sierra Espolón, CE de la cima","Sierra Espolón, CE de la cima","Когтистые горы, Кладбище Пика","","","","","","","","16712190"
"1281","1","-7754","-4971","5","Tanaris, Pirate GY","Tanaris, Pirate GY","Tanaris, CI pirate","Tanaris, Piraten, FH","","","Tanaris, CE pirata","Tanaris, CE pirata","Танарис, Пиратское кладбище","","","","","","","","16712190"
"1282","1","-8591","-3629","13","Tanaris, Central GY","Tanaris, Central GY","Tanaris, CI central","Tanaris, Mitte, FH","","","Tanaris, CE Central","Tanaris, CE Central","Танарис, Центральное кладбище","","","","","","","","16712190"
"1283","1","5633","-4759","777","Winterspring, South GY","Winterspring, South GY","Berceau-de-l'Hiver, Long-guet","Winterquell, Süd, FH","","","Cuna del Invierno, CE Sur","Cuna del Invierno, CE Sur","Зимние Ключи, Южное кладбище","","","","","","","","16712190"
"1284","1","6499","-2384","589","Winterspring, West GY","Winterspring, West GY","Berceau-de-l'Hiver, CI ouest","Winterquell, West, FH","","","Cuna del Invierno, CE Oeste","Cuna del Invierno, CE Oeste","Зимние Ключи, Западное кладбище","","","","","","","","16712190"
"1285","571","5537","2904","517","Wintergrasp, Fortress (East)","Wintergrasp, Fortress (East)","Joug-d'hiver, forteresse (est)","Tausendwinter, Festung (Ost)","","","Conquista del Invierno, fortaleza (este)","Conquista del Invierno, fortaleza (este)","Озеро Ледяных Оков, Крепость (Восток)","","","","","","","","16712190"
"1286","0","1839","-2149","67","Western Plaguelands, Central GY","Western Plaguelands, Central GY","Maleterres de l'ouest, CI central","Westliche Pestländer, Mitte, FH","","","Tierras de la Peste del Oeste, CE Central","Tierras de la Peste del Oeste, CE Central","Западные Чумные земли, Центральное кладбище","","","","","","","","16712190"
"1287","0","-6867","-1539","241","Searing Gorge, SE GY","Searing Gorge, SE GY","Gorge des Vents brûlants, CI sud-est","Sengende Schlucht, SO, FH","","","La Garganta de Fuego, CE SE","La Garganta de Fuego, CE SE","Тлеющее ущелье, Северо-Восточное кладбище","","","","","","","","16712190"
"1288","0","-7100","-3488","241","Badlands, South GY","Badlands, South GY","Terres ingrates, CI sud","Ödland, Süd, FH","","","Tierras Inhóspitas, CE Sur","Tierras Inhóspitas, CE Sur","Бесплодные земли, Южное кладбище","","","","","","","","16712190"
"1289","1","-3973","-2014","96","The Barrens, South GY","The Barrens, South GY","Les Tarides, CI sud","Brachland, Süd, FH","","","Los Baldíos, CE Sur","Los Baldíos, CE Sur","Степи, Южное кладбище","","","","","","","","16712190"
"1290","571","3041","4314","29","Borean Tundra, Tuskar GY","Borean Tundra, Tuskar GY","Toundra Boréenne, CI Rohart","Boreanische Tundra, Tuskarr FH","","","Tundra Boreal, CE Colmillarr","Tundra Boreal, CE Colmillarr","Борейская тундра, Клыкаррское кладбище","","","","","","","","16712190"
"1291","530","-1424","4359","241","Terokkar Forest, Razorthorn Rise GY","Terokkar Forest, Razorthorn Rise GY","Forêt de Terokkar, CI cime de Tranchépine","Wälder von Terokkar, Messerdornhöhe FH","","","Bosque de Terokkar, CE Alto Rajaespina","Bosque de Terokkar, CE Alto Rajaespina","Лес Тероккар, кладбище уступа Острого Шипа","","","","","","","","16712190"
"1292","530","12851","-6854","11","Isle of Quel'Danas, Staging Area GY","Isle of Quel'Danas, Staging Area GY","Île de Quel'Danas, CI zone de rassemblement","Insel von Quel'Danas, Stützpunkt FH","","","Isla de Quel'Danas, CE Zona de escala","Isla de Quel'Danas, CE Zona de escala","Остров Кель'Данас, Кладбище военной базы","","","","","","","","16712190"
"1293","530","12851","-6854","11","Isle of Quel'Danas, Staging Area GY","Isle of Quel'Danas, Staging Area GY","Île de Quel'Danas, CI zone de rassemblement","Insel von Quel'Danas, Stützpunkt FH","","","Isla de Quel'Danas, CE Zona de escala","Isla de Quel'Danas, CE Zona de escala","Остров Кель'Данас, Кладбище военной базы","","","","","","","","16712190"
